n_matches,n_actions,act_insert-node,act_move-tree,act_delete-tree,act_delete-node,n_delete_node,n_delete_tree,n_update_node,n_insert_node,n_insert_tree,n_move_tree,ratio_delete_tree,ratio_update_node,ratio_move_tree,n_unique_touched_types,touches_sensitive_ast,node_token,node_binary_expression,node_identifier,node_cast_expression,touches_control_flow,touches_if,touches_return,touches_loop,deleted_if,inserted_if,n_updated_labels,updated_labels_joined,has_safety_token_update,n_groups,max_group_actions,avg_group_actions,pct_groups_with_delete,groups_with_control_flow,xml_path,xml_name,act_insert-tree,node_call_expression,node_if_statement,node_if,node_parenthesized_expression,node_expression_statement,node_assignment_expression,node_false,node_true,act_update-node,node_declaration,node_return_statement,node_labeled_statement,node_array_declarator,node_unsigned,node_primitive_type,node_type_identifier,node_return,node_sized_type_specifier,node_goto_statement,node_statement_identifier,node_compound_statement,node_for_statement,node_for,node_update_expression,node_else,node_else_clause,node_argument_list,node_comment,node_ERROR,node_case,node_break,node_comma_expression,node_init_declarator,node_pointer_declarator,node_number_literal,node_field_identifier,node_field_expression,node_function_declarator,node_parameter_declaration,node_parameter_list,node_break_statement,node_type_descriptor,node_subscript_expression,node_type_qualifier,node_pointer_expression,node_sizeof_expression,node_unary_expression,node_string_literal,node_case_statement,node_switch_statement,node_switch,node_function_definition,node_storage_class_specifier,node_string_content,node_while_statement,node_conditional_expression,node_struct_specifier,node_concatenated_string,node_preproc,node_type_definition,node_char_literal,node_while,node_null,node_default,node_do_statement,node_do,node_gnu_asm_expression,node_asm,node_gnu_asm_qualifier,node_gnu_asm_output_operand_list,node_gnu_asm_input_operand_list,node_gnu_asm_input_operand,node_macro_type_specifier,node_abstract_pointer_declarator,node_initializer_pair,node_initializer_list,node_field_declaration,node_field_designator,node_continue_statement,node_parenthesized_declarator,node_sizeof,node_escape_sequence,node_const,node_continue,node_abstract_array_declarator,node_abstract_function_declarator,node_union_specifier,node_enum_specifier,node_auto,node_offsetof_expression,node_long,node_variadic_parameter
560,5,3.0,2.0,0.0,0.0,0,0,0,3,0,2,0.0,0.0,0.4,4,False,2.0,0.0,0.0,0.0,True,False,False,False,False,False,0,,False,1,5,5.0,0.0,1,pair_02177/2177_vulnerable_to_patched.xml,2177_vulnerable_to_patched.xml,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2755,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,False,0.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,1,1,1.0,0.0,1,pair_01367/1367_vulnerable_to_patched.xml,1367_vulnerable_to_patched.xml,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,3,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,3,False,0.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,3,1,1.0,0.0,1,pair_00534/534_vulnerable_to_patched.xml,534_vulnerable_to_patched.xml,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,96,42.0,12.0,3.0,11.0,11,3,4,42,24,12,0.03125,0.041666666666666664,0.125,22,True,26.0,12.0,4.0,0.0,True,True,True,True,False,True,4,remaining|/* SS (seconds) */|remaining|2,False,26,23,3.6923076923076925,0.07692307692307693,8,pair_03260/3260_vulnerable_to_patched.xml,3260_vulnerable_to_patched.xml,24.0,0.0,7.0,2.0,6.0,9.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,4,1.0,0.0,0.0,0.0,0,0,0,1,3,0,0.0,0.0,0.0,3,False,0.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,4,1,1.0,0.0,1,pair_02954/2954_vulnerable_to_patched.xml,2954_vulnerable_to_patched.xml,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,15,8.0,2.0,0.0,2.0,2,0,0,8,3,2,0.0,0.0,0.13333333333333333,9,False,3.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,5,9,3.0,0.2,1,pair_02633/2633_vulnerable_to_patched.xml,2633_vulnerable_to_patched.xml,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,15,2.0,3.0,2.0,4.0,4,2,2,2,2,3,0.13333333333333333,0.13333333333333333,0.2,9,True,4.0,2.0,2.0,0.0,True,True,False,False,False,True,2,size_t|result_int,False,7,9,2.142857142857143,0.2857142857142857,1,pair_02779/2779_vulnerable_to_patched.xml,2779_vulnerable_to_patched.xml,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,4,0.0,0.0,2.0,0.0,0,2,0,0,2,0,0.5,0.0,0.0,1,True,0.0,4.0,0.0,0.0,False,False,False,False,False,False,0,,False,1,4,4.0,1.0,0,pair_00864/864_vulnerable_to_patched.xml,864_vulnerable_to_patched.xml,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,3,1.0,0.0,0.0,0.0,0,0,0,1,2,0,0.0,0.0,0.0,2,False,0.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,3,1,1.0,0.0,2,pair_02756/2756_vulnerable_to_patched.xml,2756_vulnerable_to_patched.xml,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,False,0.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,1,1,1.0,0.0,1,pair_02911/2911_vulnerable_to_patched.xml,2911_vulnerable_to_patched.xml,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,17,6.0,2.0,1.0,6.0,6,1,1,6,1,2,0.058823529411764705,0.058823529411764705,0.11764705882352941,10,True,4.0,0.0,4.0,1.0,False,False,False,False,False,False,1,chunk_pos,False,2,16,8.5,1.0,0,pair_03000/3000_vulnerable_to_patched.xml,3000_vulnerable_to_patched.xml,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,2,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,2,False,0.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,2,1,1.0,0.0,1,pair_00231/231_vulnerable_to_patched.xml,231_vulnerable_to_patched.xml,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4259,1,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.0,1.0,1,False,0.0,0.0,0.0,0.0,True,True,False,False,False,False,0,,False,1,1,1.0,0.0,1,pair_00451/451_vulnerable_to_patched.xml,451_vulnerable_to_patched.xml,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,4,2.0,1.0,0.0,0.0,0,0,0,2,1,1,0.0,0.0,0.25,2,True,1.0,3.0,0.0,0.0,False,False,False,False,False,False,0,,False,1,4,4.0,0.0,0,pair_02690/2690_vulnerable_to_patched.xml,2690_vulnerable_to_patched.xml,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,False,1,1,1.0,0.0,0,pair_02318/2318_vulnerable_to_patched.xml,2318_vulnerable_to_patched.xml,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,1.0,0.0,1,False,0.0,0.0,1.0,0.0,False,False,False,False,False,False,1,ecc_mod_mul_canonical,False,1,1,1.0,0.0,0,pair_01314/1314_vulnerable_to_patched.xml,1314_vulnerable_to_patched.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0.0,0.0,0.0,2,True,0.0,0.0,1.0,0.0,False,False,False,False,False,False,0,,False,1,2,2.0,1.0,0,pair_00012/12_vulnerable_to_patched.xml,12_vulnerable_to_patched.xml,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,15,10.0,2.0,0.0,3.0,3,0,0,10,0,2,0.0,0.0,0.13333333333333333,7,True,5.0,2.0,3.0,0.0,False,False,False,False,False,False,0,,False,2,11,7.5,0.5,0,pair_01800/1800_vulnerable_to_patched.xml,1800_vulnerable_to_patched.xml,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,4,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,1.0,0.0,2,False,0.0,0.0,2.0,0.0,False,False,False,False,False,False,4,CF_WROTE_DATA|req|CF_WROTE_DATA|req,False,4,1,1.0,0.0,0,pair_02344/2344_vulnerable_to_patched.xml,2344_vulnerable_to_patched.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16867,8,6.0,1.0,0.0,0.0,0,0,0,6,1,1,0.0,0.0,0.125,6,True,3.0,1.0,1.0,0.0,False,False,False,False,False,False,0,,False,1,8,8.0,0.0,0,pair_03284/3284_vulnerable_to_patched.xml,3284_vulnerable_to_patched.xml,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,18,3.0,1.0,3.0,7.0,7,3,2,3,2,1,0.16666666666666666,0.1111111111111111,0.05555555555555555,8,True,5.0,1.0,4.0,0.0,False,False,False,False,False,False,2,mask|max_bits,False,6,6,3.0,0.6666666666666666,0,pair_02799/2799_vulnerable_to_patched.xml,2799_vulnerable_to_patched.xml,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,2,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,2,False,0.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,2,1,1.0,0.0,1,pair_00568/568_vulnerable_to_patched.xml,568_vulnerable_to_patched.xml,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,9,6.0,1.0,0.0,0.0,0,0,0,6,2,1,0.0,0.0,0.1111111111111111,8,False,2.0,0.0,0.0,0.0,True,True,False,False,False,True,0,,False,2,7,4.5,0.0,1,pair_01466/1466_vulnerable_to_patched.xml,1466_vulnerable_to_patched.xml,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,16,5.0,1.0,2.0,5.0,5,2,0,5,3,1,0.125,0.0,0.0625,8,True,4.0,0.0,0.0,0.0,True,False,False,True,False,False,0,,False,3,9,5.333333333333333,0.6666666666666666,1,pair_01645/1645_vulnerable_to_patched.xml,1645_vulnerable_to_patched.xml,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,7,6.0,0.0,0.0,0.0,0,0,0,6,1,0,0.0,0.0,0.0,2,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,False,7,1,1.0,0.0,0,pair_02638/2638_vulnerable_to_patched.xml,2638_vulnerable_to_patched.xml,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
